,news_id,category,sub_category,title,abstract,url,title_entities,abstract_entitites
11102,N5516,foodanddrink,quickandeasy,Win Weeknights with These Crazy-Delicious Instant Pot Recipes,Turn the menu planning pressure off.,https://assets.msn.com/labs/mind/AAJt5Ni.html,"[{""Label"": ""Instant Pot"", ""Type"": ""U"", ""WikidataId"": ""Q48989064"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [42], ""SurfaceForms"": [""Instant Pot""]}]",[]
11465,N306,movies,movies-celebrity,Kevin Spacey Won't Be Charged in Sexual Assault Case After Accuser Dies,"The Los Angeles County District Attorney's Office has formally dropped a case against actor Kevin Spacey, after the accuser died.",https://assets.msn.com/labs/mind/AAJy6rv.html,"[{""Label"": ""Kevin Spacey"", ""Type"": ""P"", ""WikidataId"": ""Q25144"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Kevin Spacey""]}]","[{""Label"": ""Kevin Spacey"", ""Type"": ""P"", ""WikidataId"": ""Q25144"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [92], ""SurfaceForms"": [""Kevin Spacey""]}, {""Label"": ""Los Angeles County District Attorney"", ""Type"": ""O"", ""WikidataId"": ""Q15242890"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [4], ""SurfaceForms"": [""Los Angeles County District Attorney's Office""]}]"
12324,N47346,lifestyle,lifestyleparenting,23 Worst Things You Can Say to a New Parent,"Before you stick your foot in your mouth with well-intentioned but offensive advice, make sure you know these things you should never say to a new parent.",https://assets.msn.com/labs/mind/AAJax5b.html,[],[]
13012,N32560,news,newsus,Florida Can't Block Former Felons From Voting If They Owe Money And Can't Pay: Judge,"Florida election officials can't block a group of nearly 20 people with felonyconvictions from registering to vote if they can't afford to repay theirfinancial obligations, a federal judge in Florida ruled on Friday.The ruling, a preliminary injunction, is a victory for voting rights groupsthat sued the state over a new law that required people with felonyconvictions to repay financial obligations before they could vote again.""The court held...",https://assets.msn.com/labs/mind/AAIZHHq.html,"[{""Label"": ""Florida"", ""Type"": ""G"", ""WikidataId"": ""Q812"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Florida""]}]","[{""Label"": ""Florida"", ""Type"": ""G"", ""WikidataId"": ""Q812"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [192], ""SurfaceForms"": [""Florida""]}]"
13016,N31050,lifestyle,lifestylehomeandgarden,100 Incredible Christmas Tree Decorating Ideas,It's the most wonderful time of the year! Get ready to decorate your Christmas tree. Check out these 100 ideas for Christmas tree decorations and get in the holiday spirit.,https://assets.msn.com/labs/mind/AAIZHHw.html,"[{""Label"": ""Christmas tree"", ""Type"": ""U"", ""WikidataId"": ""Q47128"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [15], ""SurfaceForms"": [""Christmas Tree""]}]","[{""Label"": ""Christmas tree"", ""Type"": ""U"", ""WikidataId"": ""Q47128"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [69, 115], ""SurfaceForms"": [""Christmas"", ""Christmas""]}]"
13359,N31504,lifestyle,voices,I Used to Hate all Men. Then I Got Pregnant With My Son.,"Biases are strong, but the power of true love is stronger.",https://assets.msn.com/labs/mind/AAJ7320.html,"[{""Label"": ""Pregnancy"", ""Type"": ""C"", ""WikidataId"": ""Q11995"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [35], ""SurfaceForms"": [""Pregnant""]}]",[]
13458,N52551,tv,tv-celebrity,Pamela Anderson gets backlash after wearing a Native American headdress for Halloween,"Pamela Anderson is under fire after posting risqué photos of herself wearing a Native American headdress in honor of Halloween. The Canadian actress and animal rights activist, who rose to fame for her role as a lifeguard on the series Baywatch, took to Twitter like many other celebrities to post photos of herself in her Halloween costume. In the first photo, the 51-year-old sports a pair of high-waisted underwear, and appears to be drenched in...",https://assets.msn.com/labs/mind/AAJMQY3.html,"[{""Label"": ""Pamela Anderson"", ""Type"": ""P"", ""WikidataId"": ""Q83325"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Pamela Anderson""]}, {""Label"": ""Halloween"", ""Type"": ""H"", ""WikidataId"": ""Q251868"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [76], ""SurfaceForms"": [""Halloween""]}, {""Label"": ""Race and ethnicity in the United States Census"", ""Type"": ""U"", ""WikidataId"": ""Q2035701"", ""Confidence"": 0.954, ""OccurrenceOffsets"": [46], ""SurfaceForms"": [""Native American""]}]","[{""Label"": ""Pamela Anderson"", ""Type"": ""P"", ""WikidataId"": ""Q83325"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Pamela Anderson""]}, {""Label"": ""Halloween"", ""Type"": ""H"", ""WikidataId"": ""Q251868"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [117, 323], ""SurfaceForms"": [""Halloween"", ""Halloween""]}, {""Label"": ""Baywatch"", ""Type"": ""W"", ""WikidataId"": ""Q223320"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [236], ""SurfaceForms"": [""Baywatch""]}, {""Label"": ""Race and ethnicity in the United States Census"", ""Type"": ""U"", ""WikidataId"": ""Q2035701"", ""Confidence"": 0.954, ""OccurrenceOffsets"": [79], ""SurfaceForms"": [""Native American""]}, {""Label"": ""Twitter"", ""Type"": ""O"", ""WikidataId"": ""Q918"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [254], ""SurfaceForms"": [""Twitter""]}]"
13743,N49103,foodanddrink,restaurantsandnews,11 surprising things you didn't know about Olive Garden,"From secret recipes to interesting pasts, there's a lot more to the popular casual-dining chain than just unlimited salad and breadsticks.",https://assets.msn.com/labs/mind/AAIVEih.html,"[{""Label"": ""Olive Garden"", ""Type"": ""O"", ""WikidataId"": ""Q3045312"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [43], ""SurfaceForms"": [""Olive Garden""]}]",[]
13749,N22260,sports,football_nfl,Black cat visits field during Cowboys-Giants game on 'Monday Night Football',,https://assets.msn.com/labs/mind/AAJShdZ.html,"[{""Label"": ""Dallas Cowboys"", ""Type"": ""O"", ""WikidataId"": ""Q204862"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [30], ""SurfaceForms"": [""Cowboys""]}, {""Label"": ""Monday Night Football"", ""Type"": ""W"", ""WikidataId"": ""Q1088765"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [54], ""SurfaceForms"": [""Monday Night Football""]}]",[]
14463,N7376,sports,baseball_mlb,AP source: Phillies agree to hire Joe Girardi as manager,A person familiar with the deal says the Philadelphia Phillies have agreed to hire former Yankees manager Joe Girardi to replace Gabe Kapler.,https://assets.msn.com/labs/mind/AAJhoeU.html,"[{""Label"": ""Joe Girardi"", ""Type"": ""P"", ""WikidataId"": ""Q1186457"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [34], ""SurfaceForms"": [""Joe Girardi""]}, {""Label"": ""Philadelphia Phillies"", ""Type"": ""O"", ""WikidataId"": ""Q650840"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [11], ""SurfaceForms"": [""Phillies""]}, {""Label"": ""Associated Press"", ""Type"": ""O"", ""WikidataId"": ""Q40469"", ""Confidence"": 0.982, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""AP""]}]","[{""Label"": ""Joe Girardi"", ""Type"": ""P"", ""WikidataId"": ""Q1186457"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [106], ""SurfaceForms"": [""Joe Girardi""]}, {""Label"": ""Philadelphia Phillies"", ""Type"": ""O"", ""WikidataId"": ""Q650840"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [41], ""SurfaceForms"": [""Philadelphia Phillies""]}, {""Label"": ""New York Yankees"", ""Type"": ""O"", ""WikidataId"": ""Q213417"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [90], ""SurfaceForms"": [""Yankees""]}, {""Label"": ""Gabe Kapler"", ""Type"": ""P"", ""WikidataId"": ""Q2435968"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [129], ""SurfaceForms"": [""Gabe Kapler""]}]"
14577,N16215,foodanddrink,restaurantsandnews,"National Dessert Day: Where to get Free Dessert at Wendy's, TGI Friday and More","Where to get free or discounted desserts and sweets for National Dessert Day, including nationwide and local offers.",https://assets.msn.com/labs/mind/AAIJicH.html,"[{""Label"": ""TGI Fridays"", ""Type"": ""N"", ""WikidataId"": ""Q1524184"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [60], ""SurfaceForms"": [""TGI Friday""]}, {""Label"": ""Wendy's"", ""Type"": ""O"", ""WikidataId"": ""Q550258"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [51], ""SurfaceForms"": [""Wendy's""]}]",[]
15072,N47289,finance,finance-homesandpropertysection,A Los Angeles mansion once listed for $250 million has finally sold for 62% off after 3 years. Take a look inside what was once America's most expensive home.,"The extravagant Bel Air property has five bars, a bowling alley, a 40-seat movie theater, an 85-foot infinity pool, and a candy wall.",https://assets.msn.com/labs/mind/AAJmjur.html,"[{""Label"": ""Los Angeles"", ""Type"": ""G"", ""WikidataId"": ""Q65"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [2], ""SurfaceForms"": [""Los Angeles""]}]","[{""Label"": ""Bel Air, Los Angeles"", ""Type"": ""G"", ""WikidataId"": ""Q86768"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [16], ""SurfaceForms"": [""Bel Air""]}]"
15083,N63823,lifestyle,lifestyleroyals,Prince Charles Hit by One of the Most Incredible Art Hoaxes in Royal History,Prince Charles Hit by Art Hoax,https://assets.msn.com/labs/mind/AAJT4mB.html,[],[]
15501,N4526,foodanddrink,foodnews,Bill Murray Applied To Work At An Airport P.F. Chang's And They're Totally Down To Hire Him,Dude loves a lettuce wrap.,https://assets.msn.com/labs/mind/AAJBa6B.html,"[{""Label"": ""P. F. Chang's China Bistro"", ""Type"": ""O"", ""WikidataId"": ""Q5360181"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [42], ""SurfaceForms"": [""P.F. Chang's""]}, {""Label"": ""Bill Murray"", ""Type"": ""P"", ""WikidataId"": ""Q29250"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Bill Murray""]}]",[]
16125,N3541,movies,movies-gallery,The Disney+ 'Lady and the Tramp' remake: A guide to the new cast members,Learn more about the stars of the Disney+ live-action remake.,https://assets.msn.com/labs/mind/AAJXebE.html,"[{""Label"": ""Disney+"", ""Type"": ""N"", ""WikidataId"": ""Q54958752"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [4], ""SurfaceForms"": [""Disney+""]}]","[{""Label"": ""Disney+"", ""Type"": ""N"", ""WikidataId"": ""Q54958752"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [34], ""SurfaceForms"": [""Disney+""]}]"
16765,N7328,foodanddrink,restaurantsandnews,I went to Peter Luger after it received zero stars from New York Times,The burger was so juicy I had to wipe my fingers after every bite. And everyone from regulars to tourists couldn't stop singing Peter Luger's praises.,https://assets.msn.com/labs/mind/AAJTEcO.html,"[{""Label"": ""Peter Luger"", ""Type"": ""P"", ""WikidataId"": ""Q30612959"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [10], ""SurfaceForms"": [""Peter Luger""]}, {""Label"": ""The New York Times"", ""Type"": ""M"", ""WikidataId"": ""Q9684"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [56], ""SurfaceForms"": [""New York Times""]}]","[{""Label"": ""Peter Luger"", ""Type"": ""P"", ""WikidataId"": ""Q30612959"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [128], ""SurfaceForms"": [""Peter Luger""]}]"
17446,N13475,news,newsus,"Alleged White Supremacist Indicted, Accused of Lying to Feds About Hate Group Membership for Navy Facility Job",Fred C. Arena was arrested Friday after officials claim he lied about his membership in white supremacist hate group Vanguard America in order to obtain a security clearance for his job at the Philadelpha Navy Yard.,https://assets.msn.com/labs/mind/AAJn4ah.html,"[{""Label"": ""White supremacy"", ""Type"": ""C"", ""WikidataId"": ""Q698752"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [8], ""SurfaceForms"": [""White Supremacist""]}, {""Label"": ""Hate group"", ""Type"": ""C"", ""WikidataId"": ""Q3233801"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [67], ""SurfaceForms"": [""Hate Group""]}]","[{""Label"": ""White supremacy"", ""Type"": ""C"", ""WikidataId"": ""Q698752"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [88], ""SurfaceForms"": [""white supremacist""]}, {""Label"": ""Vanguard America"", ""Type"": ""O"", ""WikidataId"": ""Q48838930"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [117], ""SurfaceForms"": [""Vanguard America""]}, {""Label"": ""Hate group"", ""Type"": ""C"", ""WikidataId"": ""Q3233801"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [106], ""SurfaceForms"": [""hate group""]}]"
17582,N45962,sports,mma,"UFC says Nate Diaz not suspended, Jorge Masvidal fight cleared to go on as planned",Nate Diaz has not responded to the announcement. He previously said he would not fight because he was told he tested positive for a banned substance.,https://assets.msn.com/labs/mind/AAJn5nW.html,"[{""Label"": ""Nate Diaz"", ""Type"": ""P"", ""WikidataId"": ""Q2698008"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [9], ""SurfaceForms"": [""Nate Diaz""]}, {""Label"": ""Ultimate Fighting Championship"", ""Type"": ""O"", ""WikidataId"": ""Q186471"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""UFC""]}, {""Label"": ""Jorge Masvidal"", ""Type"": ""P"", ""WikidataId"": ""Q6136509"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [34], ""SurfaceForms"": [""Jorge Masvidal""]}]","[{""Label"": ""Nate Diaz"", ""Type"": ""P"", ""WikidataId"": ""Q2698008"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Nate Diaz""]}]"
18023,N18275,lifestyle,lifestylecelebstyle,Jennifer Lopez Wore an Over-the-Top Sequined Slit Dress to Work,That's what happens when you're shooting a red carpet scene.,https://assets.msn.com/labs/mind/AAJbhbB.html,"[{""Label"": ""Jennifer Lopez"", ""Type"": ""P"", ""WikidataId"": ""Q40715"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Jennifer Lopez""]}]",[]
18173,N51591,news,newsus,Montana Men Arrested With $4.25 Million Worth of Marijuana Go Free,Two Montana men arrested for possession of 900 pounds of marijuana had their charges dismissed when a judge ruled the seizure was illegal.,https://assets.msn.com/labs/mind/AAIEKkw.html,"[{""Label"": ""Montana"", ""Type"": ""G"", ""WikidataId"": ""Q1212"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Montana""]}]","[{""Label"": ""Montana"", ""Type"": ""G"", ""WikidataId"": ""Q1212"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [4], ""SurfaceForms"": [""Montana""]}]"
18255,N37394,finance,finance-real-estate,"691,145 Californians left last year: What state did they go to?",Look at the comings and goings as a ratio of ins to outs. Tiny Idaho wins this race with 497 arrivals from the Golden State for every 100 former Gem State residents who moved to California.,https://assets.msn.com/labs/mind/AAJGRvy.html,[],"[{""Label"": ""Idaho"", ""Type"": ""G"", ""WikidataId"": ""Q1221"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [145], ""SurfaceForms"": [""Gem State""]}]"
19089,N16292,foodanddrink,foodnews,"What it's like to cook for Kate Middleton and Prince William, according to Giada De Laurentiis",One of the professional chef's favorite career moments was the day she cooked for the Duke and Duchess of Cambridge at a polo charity event.,https://assets.msn.com/labs/mind/AAJ7TrL.html,"[{""Label"": ""Giada De Laurentiis"", ""Type"": ""P"", ""WikidataId"": ""Q166216"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [75], ""SurfaceForms"": [""Giada De Laurentiis""]}, {""Label"": ""Prince William, Duke of Cambridge"", ""Type"": ""P"", ""WikidataId"": ""Q36812"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [46], ""SurfaceForms"": [""Prince William""]}, {""Label"": ""Catherine, Duchess of Cambridge"", ""Type"": ""P"", ""WikidataId"": ""Q10479"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [27], ""SurfaceForms"": [""Kate Middleton""]}]","[{""Label"": ""Prince William, Duke of Cambridge"", ""Type"": ""P"", ""WikidataId"": ""Q36812"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [86], ""SurfaceForms"": [""Duke and Duchess of Cambridge""]}]"
19172,N51633,news,newsoffbeat,"A 'Harry Potter' fan transformed his bedroom into Dumbledore's office, and the before-and-after photos are magical","The room includes an enchanted ceiling that looks like the night sky, as well as a replica of the Whomping Willow.",https://assets.msn.com/labs/mind/AAJXsNa.html,"[{""Label"": ""Harry Potter"", ""Type"": ""U"", ""WikidataId"": ""Q8337"", ""Confidence"": 0.977, ""OccurrenceOffsets"": [3], ""SurfaceForms"": [""Harry Potter""]}, {""Label"": ""Albus Dumbledore"", ""Type"": ""P"", ""WikidataId"": ""Q712548"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [50], ""SurfaceForms"": [""Dumbledore""]}]",[]
19695,N49860,news,newsworld,"15 dead in Syria clashes between pro-Turkish forces, Kurds: monitor","Clashes in northeast Syria between pro-Ankara fighters backed by the Turkish air force and a Damascus-backed force led by Syrian Kurds left 15 dead on Saturday, a monitor said.",https://assets.msn.com/labs/mind/AAJnP9M.html,"[{""Label"": ""Battle of Marawi"", ""Type"": ""E"", ""WikidataId"": ""Q30041564"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [17], ""SurfaceForms"": [""clashes""]}, {""Label"": ""Syria"", ""Type"": ""G"", ""WikidataId"": ""Q858"", ""Confidence"": 0.996, ""OccurrenceOffsets"": [11], ""SurfaceForms"": [""Syria""]}, {""Label"": ""Kurds"", ""Type"": ""Y"", ""WikidataId"": ""Q12223"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [53], ""SurfaceForms"": [""Kurds""]}]","[{""Label"": ""Battle of Marawi"", ""Type"": ""E"", ""WikidataId"": ""Q30041564"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Clashes""]}, {""Label"": ""Syria"", ""Type"": ""G"", ""WikidataId"": ""Q858"", ""Confidence"": 0.996, ""OccurrenceOffsets"": [21], ""SurfaceForms"": [""Syria""]}, {""Label"": ""Kurds in Syria"", ""Type"": ""Y"", ""WikidataId"": ""Q1792998"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [122], ""SurfaceForms"": [""Syrian Kurds""]}, {""Label"": ""Turkish Air Force"", ""Type"": ""O"", ""WikidataId"": ""Q1983085"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [69], ""SurfaceForms"": [""Turkish air force""]}, {""Label"": ""Damascus"", ""Type"": ""G"", ""WikidataId"": ""Q3766"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [93], ""SurfaceForms"": [""Damascus""]}]"
